Driver,DriverNumber,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Year,Round,SessionType
VER,1,,1.0,1.0,SOFT,1.0,Red Bull Racing,2023,1,Q
VER,1,,2.0,2.0,SOFT,2.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:01:31.295000,3.0,2.0,SOFT,3.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:01:49.812000,4.0,2.0,SOFT,4.0,Red Bull Racing,2023,1,Q
VER,1,,5.0,3.0,SOFT,1.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:02:12.516000,6.0,3.0,SOFT,2.0,Red Bull Racing,2023,1,Q
VER,1,,7.0,4.0,SOFT,1.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:01:30.503000,8.0,4.0,SOFT,2.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:02:05.756000,9.0,4.0,SOFT,3.0,Red Bull Racing,2023,1,Q
VER,1,,10.0,5.0,SOFT,1.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:01:29.897000,11.0,5.0,SOFT,2.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:02:03.493000,12.0,5.0,SOFT,3.0,Red Bull Racing,2023,1,Q
VER,1,,13.0,6.0,SOFT,1.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:01:29.708000,14.0,6.0,SOFT,2.0,Red Bull Racing,2023,1,Q
VER,1,0 days 00:01:58.862000,15.0,6.0,SOFT,3.0,Red Bull Racing,2023,1,Q
PER,11,,1.0,1.0,SOFT,1.0,Red Bull Racing,2023,1,Q
PER,11,,2.0,2.0,SOFT,2.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:01:31.479000,3.0,2.0,SOFT,3.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:01:55.991000,4.0,2.0,SOFT,4.0,Red Bull Racing,2023,1,Q
PER,11,,5.0,3.0,SOFT,1.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:01:58.327000,6.0,3.0,SOFT,2.0,Red Bull Racing,2023,1,Q
PER,11,,7.0,4.0,SOFT,1.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:01:30.746000,8.0,4.0,SOFT,2.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:02:07.269000,9.0,4.0,SOFT,3.0,Red Bull Racing,2023,1,Q
PER,11,,10.0,5.0,SOFT,1.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:01:30.131000,11.0,5.0,SOFT,2.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:02:08.435000,12.0,5.0,SOFT,3.0,Red Bull Racing,2023,1,Q
PER,11,,13.0,6.0,SOFT,1.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:01:29.846000,14.0,6.0,SOFT,2.0,Red Bull Racing,2023,1,Q
PER,11,0 days 00:02:06.845000,15.0,6.0,SOFT,3.0,Red Bull Racing,2023,1,Q
LEC,16,,1.0,1.0,MEDIUM,1.0,Ferrari,2023,1,Q
LEC,16,0 days 00:02:11.454000,2.0,1.0,MEDIUM,2.0,Ferrari,2023,1,Q
LEC,16,,3.0,1.0,MEDIUM,3.0,Ferrari,2023,1,Q
LEC,16,,4.0,2.0,SOFT,1.0,Ferrari,2023,1,Q
LEC,16,0 days 00:01:31.094000,5.0,2.0,SOFT,2.0,Ferrari,2023,1,Q
LEC,16,0 days 00:02:02.497000,6.0,2.0,SOFT,3.0,Ferrari,2023,1,Q
LEC,16,,7.0,3.0,SOFT,4.0,Ferrari,2023,1,Q
LEC,16,0 days 00:01:52.729000,8.0,3.0,SOFT,5.0,Ferrari,2023,1,Q
LEC,16,,9.0,4.0,SOFT,6.0,Ferrari,2023,1,Q
LEC,16,0 days 00:01:31.699000,10.0,4.0,SOFT,7.0,Ferrari,2023,1,Q
LEC,16,0 days 00:01:55.386000,11.0,4.0,SOFT,8.0,Ferrari,2023,1,Q
LEC,16,,12.0,5.0,SOFT,1.0,Ferrari,2023,1,Q
LEC,16,0 days 00:01:30.282000,13.0,5.0,SOFT,2.0,Ferrari,2023,1,Q
LEC,16,0 days 00:02:03.620000,14.0,5.0,SOFT,3.0,Ferrari,2023,1,Q
LEC,16,,15.0,6.0,SOFT,1.0,Ferrari,2023,1,Q
LEC,16,0 days 00:01:30,16.0,6.0,SOFT,2.0,Ferrari,2023,1,Q
LEC,16,0 days 00:02:04.303000,17.0,6.0,SOFT,3.0,Ferrari,2023,1,Q
SAI,55,,1.0,1.0,MEDIUM,1.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:32.408000,2.0,1.0,MEDIUM,2.0,Ferrari,2023,1,Q
SAI,55,,3.0,1.0,MEDIUM,3.0,Ferrari,2023,1,Q
SAI,55,,4.0,2.0,SOFT,1.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:30.993000,5.0,2.0,SOFT,2.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:56.572000,6.0,2.0,SOFT,3.0,Ferrari,2023,1,Q
SAI,55,,7.0,3.0,SOFT,4.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:31.463000,8.0,3.0,SOFT,5.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:53.372000,9.0,3.0,SOFT,6.0,Ferrari,2023,1,Q
SAI,55,,10.0,4.0,SOFT,1.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:30.515000,11.0,4.0,SOFT,2.0,Ferrari,2023,1,Q
SAI,55,0 days 00:02:00.221000,12.0,4.0,SOFT,3.0,Ferrari,2023,1,Q
SAI,55,,13.0,5.0,SOFT,1.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:30.361000,14.0,5.0,SOFT,2.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:58.932000,15.0,5.0,SOFT,3.0,Ferrari,2023,1,Q
SAI,55,,16.0,6.0,SOFT,1.0,Ferrari,2023,1,Q
SAI,55,0 days 00:01:30.154000,17.0,6.0,SOFT,2.0,Ferrari,2023,1,Q
SAI,55,,18.0,6.0,SOFT,3.0,Ferrari,2023,1,Q
ALO,14,,1.0,1.0,SOFT,1.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:01:31.158000,2.0,1.0,SOFT,2.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:01:59.475000,3.0,1.0,SOFT,3.0,Aston Martin,2023,1,Q
ALO,14,,4.0,2.0,SOFT,4.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:01:31.228000,5.0,2.0,SOFT,5.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:02:01.206000,6.0,2.0,SOFT,6.0,Aston Martin,2023,1,Q
ALO,14,,7.0,3.0,SOFT,1.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:01:31.094000,8.0,3.0,SOFT,2.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:01:59.908000,9.0,3.0,SOFT,3.0,Aston Martin,2023,1,Q
ALO,14,,10.0,4.0,SOFT,1.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:01:30.645000,11.0,4.0,SOFT,2.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:02:07.349000,12.0,4.0,SOFT,3.0,Aston Martin,2023,1,Q
ALO,14,,13.0,5.0,SOFT,1.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:01:30.336000,14.0,5.0,SOFT,2.0,Aston Martin,2023,1,Q
ALO,14,0 days 00:02:07.179000,15.0,5.0,SOFT,3.0,Aston Martin,2023,1,Q
RUS,63,,1.0,1.0,SOFT,1.0,Mercedes,2023,1,Q
RUS,63,0 days 00:01:31.057000,2.0,1.0,SOFT,2.0,Mercedes,2023,1,Q
RUS,63,0 days 00:02:02.325000,3.0,1.0,SOFT,3.0,Mercedes,2023,1,Q
RUS,63,,4.0,2.0,SOFT,4.0,Mercedes,2023,1,Q
RUS,63,0 days 00:01:31.718000,5.0,2.0,SOFT,5.0,Mercedes,2023,1,Q
RUS,63,0 days 00:01:54.122000,6.0,2.0,SOFT,6.0,Mercedes,2023,1,Q
RUS,63,,7.0,3.0,SOFT,1.0,Mercedes,2023,1,Q
RUS,63,0 days 00:01:31.086000,8.0,3.0,SOFT,2.0,Mercedes,2023,1,Q
RUS,63,0 days 00:02:02.771000,9.0,3.0,SOFT,3.0,Mercedes,2023,1,Q
RUS,63,,10.0,4.0,SOFT,1.0,Mercedes,2023,1,Q
RUS,63,0 days 00:01:30.507000,11.0,4.0,SOFT,2.0,Mercedes,2023,1,Q
RUS,63,0 days 00:02:04.146000,12.0,4.0,SOFT,3.0,Mercedes,2023,1,Q
RUS,63,,13.0,5.0,SOFT,1.0,Mercedes,2023,1,Q
RUS,63,0 days 00:01:30.340000,14.0,5.0,SOFT,2.0,Mercedes,2023,1,Q
RUS,63,0 days 00:02:07.517000,15.0,5.0,SOFT,3.0,Mercedes,2023,1,Q
HAM,44,,1.0,1.0,SOFT,1.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:31.543000,2.0,1.0,SOFT,2.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:59.841000,3.0,1.0,SOFT,3.0,Mercedes,2023,1,Q
HAM,44,,4.0,2.0,SOFT,4.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:31.654000,5.0,2.0,SOFT,5.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:52.528000,6.0,2.0,SOFT,6.0,Mercedes,2023,1,Q
HAM,44,,7.0,3.0,SOFT,1.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:30.901000,8.0,3.0,SOFT,2.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:51.818000,9.0,3.0,SOFT,3.0,Mercedes,2023,1,Q
HAM,44,,10.0,4.0,SOFT,1.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:30.513000,11.0,4.0,SOFT,2.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:52.662000,12.0,4.0,SOFT,3.0,Mercedes,2023,1,Q
HAM,44,,13.0,5.0,SOFT,1.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:30.384000,14.0,5.0,SOFT,2.0,Mercedes,2023,1,Q
HAM,44,0 days 00:01:55.864000,15.0,5.0,SOFT,3.0,Mercedes,2023,1,Q
STR,18,,1.0,1.0,SOFT,1.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:31.617000,2.0,1.0,SOFT,2.0,Aston Martin,2023,1,Q
STR,18,0 days 00:02:00.732000,3.0,1.0,SOFT,3.0,Aston Martin,2023,1,Q
STR,18,,4.0,2.0,SOFT,1.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:31.184000,5.0,2.0,SOFT,2.0,Aston Martin,2023,1,Q
STR,18,0 days 00:02:01.837000,6.0,2.0,SOFT,3.0,Aston Martin,2023,1,Q
STR,18,,7.0,3.0,SOFT,4.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:32.305000,8.0,3.0,SOFT,5.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:50.402000,9.0,3.0,SOFT,6.0,Aston Martin,2023,1,Q
STR,18,,10.0,4.0,SOFT,1.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:31.127000,11.0,4.0,SOFT,2.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:57.549000,12.0,4.0,SOFT,3.0,Aston Martin,2023,1,Q
STR,18,,13.0,5.0,SOFT,4.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:31.926000,14.0,5.0,SOFT,5.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:51.189000,15.0,5.0,SOFT,6.0,Aston Martin,2023,1,Q
STR,18,,16.0,6.0,SOFT,1.0,Aston Martin,2023,1,Q
STR,18,0 days 00:01:30.836000,17.0,6.0,SOFT,2.0,Aston Martin,2023,1,Q
STR,18,,18.0,6.0,SOFT,3.0,Aston Martin,2023,1,Q
OCO,31,,1.0,1.0,SOFT,1.0,Alpine,2023,1,Q
OCO,31,0 days 00:01:31.688000,2.0,1.0,SOFT,2.0,Alpine,2023,1,Q
OCO,31,0 days 00:02:01.325000,3.0,1.0,SOFT,3.0,Alpine,2023,1,Q
OCO,31,,4.0,2.0,SOFT,1.0,Alpine,2023,1,Q
OCO,31,0 days 00:01:31.508000,5.0,2.0,SOFT,2.0,Alpine,2023,1,Q
OCO,31,0 days 00:01:58.465000,6.0,2.0,SOFT,3.0,Alpine,2023,1,Q
OCO,31,,7.0,3.0,SOFT,4.0,Alpine,2023,1,Q
OCO,31,0 days 00:01:32.367000,8.0,3.0,SOFT,5.0,Alpine,2023,1,Q
OCO,31,0 days 00:02:01.392000,9.0,3.0,SOFT,6.0,Alpine,2023,1,Q
OCO,31,,10.0,4.0,SOFT,1.0,Alpine,2023,1,Q
OCO,31,0 days 00:01:30.914000,11.0,4.0,SOFT,2.0,Alpine,2023,1,Q
OCO,31,0 days 00:02:04.634000,12.0,4.0,SOFT,3.0,Alpine,2023,1,Q
OCO,31,,13.0,5.0,SOFT,1.0,Alpine,2023,1,Q
OCO,31,0 days 00:01:30.984000,14.0,5.0,SOFT,2.0,Alpine,2023,1,Q
OCO,31,,15.0,5.0,SOFT,3.0,Alpine,2023,1,Q
HUL,27,,1.0,1.0,SOFT,1.0,Haas F1 Team,2023,1,Q
HUL,27,,2.0,1.0,SOFT,2.0,Haas F1 Team,2023,1,Q
HUL,27,,3.0,2.0,SOFT,3.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:32.360000,4.0,2.0,SOFT,4.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:49.425000,5.0,2.0,SOFT,5.0,Haas F1 Team,2023,1,Q
HUL,27,,6.0,3.0,SOFT,1.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:31.204000,7.0,3.0,SOFT,2.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:02:01.120000,8.0,3.0,SOFT,3.0,Haas F1 Team,2023,1,Q
HUL,27,,9.0,4.0,SOFT,4.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:31.932000,10.0,4.0,SOFT,5.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:44.226000,11.0,4.0,SOFT,6.0,Haas F1 Team,2023,1,Q
HUL,27,,12.0,5.0,SOFT,1.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:30.809000,13.0,5.0,SOFT,2.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:02:03.468000,14.0,5.0,SOFT,3.0,Haas F1 Team,2023,1,Q
HUL,27,,15.0,6.0,SOFT,1.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:31.055000,16.0,6.0,SOFT,2.0,Haas F1 Team,2023,1,Q
HUL,27,0 days 00:01:55.440000,17.0,6.0,SOFT,3.0,Haas F1 Team,2023,1,Q
NOR,4,,1.0,1.0,SOFT,1.0,McLaren,2023,1,Q
NOR,4,,2.0,2.0,SOFT,2.0,McLaren,2023,1,Q
NOR,4,0 days 00:01:32.555000,3.0,2.0,SOFT,3.0,McLaren,2023,1,Q
NOR,4,0 days 00:01:46.866000,4.0,2.0,SOFT,4.0,McLaren,2023,1,Q
NOR,4,,5.0,3.0,SOFT,1.0,McLaren,2023,1,Q
NOR,4,0 days 00:01:31.652000,6.0,3.0,SOFT,2.0,McLaren,2023,1,Q
NOR,4,0 days 00:02:02.416000,7.0,3.0,SOFT,3.0,McLaren,2023,1,Q
NOR,4,,8.0,4.0,SOFT,4.0,McLaren,2023,1,Q
NOR,4,0 days 00:01:32.191000,9.0,4.0,SOFT,5.0,McLaren,2023,1,Q
NOR,4,0 days 00:01:55.593000,10.0,4.0,SOFT,6.0,McLaren,2023,1,Q
NOR,4,,11.0,5.0,SOFT,1.0,McLaren,2023,1,Q
NOR,4,0 days 00:01:31.381000,12.0,5.0,SOFT,2.0,McLaren,2023,1,Q
NOR,4,0 days 00:02:02.660000,13.0,5.0,SOFT,3.0,McLaren,2023,1,Q
BOT,77,,1.0,1.0,SOFT,1.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:01:31.952000,2.0,1.0,SOFT,2.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:02:03.962000,3.0,1.0,SOFT,3.0,Alfa Romeo,2023,1,Q
BOT,77,,4.0,2.0,SOFT,1.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:01:31.504000,5.0,2.0,SOFT,2.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:02:05.035000,6.0,2.0,SOFT,3.0,Alfa Romeo,2023,1,Q
BOT,77,,7.0,3.0,SOFT,4.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:01:32.170000,8.0,3.0,SOFT,5.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:01:55.599000,9.0,3.0,SOFT,6.0,Alfa Romeo,2023,1,Q
BOT,77,,10.0,4.0,SOFT,4.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:01:31.443000,11.0,4.0,SOFT,5.0,Alfa Romeo,2023,1,Q
BOT,77,0 days 00:02:08.668000,12.0,4.0,SOFT,6.0,Alfa Romeo,2023,1,Q
ZHO,24,,1.0,1.0,SOFT,1.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:01:31.947000,2.0,1.0,SOFT,2.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:02:03.756000,3.0,1.0,SOFT,3.0,Alfa Romeo,2023,1,Q
ZHO,24,,4.0,2.0,SOFT,1.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:01:31.615000,5.0,2.0,SOFT,2.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:02:06.506000,6.0,2.0,SOFT,3.0,Alfa Romeo,2023,1,Q
ZHO,24,,7.0,3.0,SOFT,4.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:01:32.233000,8.0,3.0,SOFT,5.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:01:52.632000,9.0,3.0,SOFT,6.0,Alfa Romeo,2023,1,Q
ZHO,24,,10.0,4.0,SOFT,1.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:01:31.473000,11.0,4.0,SOFT,2.0,Alfa Romeo,2023,1,Q
ZHO,24,0 days 00:02:06.922000,12.0,4.0,SOFT,3.0,Alfa Romeo,2023,1,Q
TSU,22,,1.0,1.0,SOFT,1.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:01:32.132000,2.0,1.0,SOFT,2.0,AlphaTauri,2023,1,Q
TSU,22,,3.0,1.0,SOFT,3.0,AlphaTauri,2023,1,Q
TSU,22,,4.0,2.0,SOFT,1.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:01:31.747000,5.0,2.0,SOFT,2.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:01:49.118000,6.0,2.0,SOFT,3.0,AlphaTauri,2023,1,Q
TSU,22,,7.0,3.0,SOFT,1.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:01:31.400000,8.0,3.0,SOFT,2.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:02:14.757000,9.0,3.0,SOFT,3.0,AlphaTauri,2023,1,Q
TSU,22,,10.0,4.0,SOFT,4.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:01:32.720000,11.0,4.0,SOFT,5.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:01:51.865000,12.0,4.0,SOFT,6.0,AlphaTauri,2023,1,Q
TSU,22,,13.0,5.0,SOFT,4.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:01:32.510000,14.0,5.0,SOFT,5.0,AlphaTauri,2023,1,Q
TSU,22,0 days 00:02:05.984000,15.0,5.0,SOFT,6.0,AlphaTauri,2023,1,Q
ALB,23,,1.0,1.0,SOFT,1.0,Williams,2023,1,Q
ALB,23,0 days 00:01:32.094000,2.0,1.0,SOFT,2.0,Williams,2023,1,Q
ALB,23,0 days 00:01:56.324000,3.0,1.0,SOFT,3.0,Williams,2023,1,Q
ALB,23,,4.0,2.0,SOFT,1.0,Williams,2023,1,Q
ALB,23,0 days 00:01:31.461000,5.0,2.0,SOFT,2.0,Williams,2023,1,Q
ALB,23,0 days 00:02:00.401000,6.0,2.0,SOFT,3.0,Williams,2023,1,Q
ALB,23,,7.0,3.0,SOFT,1.0,Williams,2023,1,Q
ALB,23,0 days 00:02:05.534000,8.0,3.0,SOFT,2.0,Williams,2023,1,Q
SAR,2,,1.0,1.0,SOFT,1.0,Williams,2023,1,Q
SAR,2,0 days 00:01:32.673000,2.0,1.0,SOFT,2.0,Williams,2023,1,Q
SAR,2,0 days 00:01:46.937000,3.0,1.0,SOFT,3.0,Williams,2023,1,Q
SAR,2,,4.0,2.0,SOFT,1.0,Williams,2023,1,Q
SAR,2,0 days 00:01:31.652000,5.0,2.0,SOFT,2.0,Williams,2023,1,Q
SAR,2,0 days 00:02:05.409000,6.0,2.0,SOFT,3.0,Williams,2023,1,Q
MAG,20,,1.0,1.0,SOFT,1.0,Haas F1 Team,2023,1,Q
MAG,20,0 days 00:01:32.070000,2.0,1.0,SOFT,2.0,Haas F1 Team,2023,1,Q
MAG,20,0 days 00:01:58.466000,3.0,1.0,SOFT,3.0,Haas F1 Team,2023,1,Q
MAG,20,,4.0,2.0,SOFT,1.0,Haas F1 Team,2023,1,Q
MAG,20,0 days 00:01:31.892000,5.0,2.0,SOFT,2.0,Haas F1 Team,2023,1,Q
MAG,20,0 days 00:01:49.426000,6.0,2.0,SOFT,3.0,Haas F1 Team,2023,1,Q
PIA,81,,1.0,1.0,SOFT,1.0,McLaren,2023,1,Q
PIA,81,,2.0,2.0,SOFT,2.0,McLaren,2023,1,Q
PIA,81,0 days 00:01:32.633000,3.0,2.0,SOFT,3.0,McLaren,2023,1,Q
PIA,81,0 days 00:01:54.005000,4.0,2.0,SOFT,4.0,McLaren,2023,1,Q
PIA,81,,5.0,3.0,SOFT,1.0,McLaren,2023,1,Q
PIA,81,0 days 00:01:32.101000,6.0,3.0,SOFT,2.0,McLaren,2023,1,Q
PIA,81,0 days 00:02:02.126000,7.0,3.0,SOFT,3.0,McLaren,2023,1,Q
DEV,21,,1.0,1.0,SOFT,1.0,AlphaTauri,2023,1,Q
DEV,21,0 days 00:01:32.849000,2.0,1.0,SOFT,2.0,AlphaTauri,2023,1,Q
DEV,21,,3.0,1.0,SOFT,3.0,AlphaTauri,2023,1,Q
DEV,21,,4.0,2.0,SOFT,1.0,AlphaTauri,2023,1,Q
DEV,21,0 days 00:01:32.121000,5.0,2.0,SOFT,2.0,AlphaTauri,2023,1,Q
DEV,21,0 days 00:01:48.764000,6.0,2.0,SOFT,3.0,AlphaTauri,2023,1,Q
DEV,21,,7.0,3.0,SOFT,1.0,AlphaTauri,2023,1,Q
DEV,21,0 days 00:01:32.279000,8.0,3.0,SOFT,2.0,AlphaTauri,2023,1,Q
DEV,21,0 days 00:02:00.610000,9.0,3.0,SOFT,3.0,AlphaTauri,2023,1,Q
GAS,10,,1.0,1.0,SOFT,1.0,Alpine,2023,1,Q
GAS,10,0 days 00:01:32.181000,2.0,1.0,SOFT,2.0,Alpine,2023,1,Q
GAS,10,0 days 00:01:52.506000,3.0,1.0,SOFT,3.0,Alpine,2023,1,Q
GAS,10,,4.0,2.0,SOFT,1.0,Alpine,2023,1,Q
GAS,10,0 days 00:01:31.818000,5.0,2.0,SOFT,2.0,Alpine,2023,1,Q
GAS,10,0 days 00:01:54.566000,6.0,2.0,SOFT,3.0,Alpine,2023,1,Q
VER,1,0 days 00:01:39.019000,1.0,1.0,SOFT,4.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.974000,2.0,1.0,SOFT,5.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.006000,3.0,1.0,SOFT,6.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.976000,4.0,1.0,SOFT,7.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.035000,5.0,1.0,SOFT,8.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.986000,6.0,1.0,SOFT,9.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.021000,7.0,1.0,SOFT,10.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.154000,8.0,1.0,SOFT,11.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.278000,9.0,1.0,SOFT,12.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.369000,10.0,1.0,SOFT,13.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.483000,11.0,1.0,SOFT,14.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.591000,12.0,1.0,SOFT,15.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:38.482000,13.0,1.0,SOFT,16.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:41.295000,14.0,1.0,SOFT,17.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:58.378000,15.0,2.0,SOFT,1.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.801000,16.0,2.0,SOFT,2.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.648000,17.0,2.0,SOFT,3.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.614000,18.0,2.0,SOFT,4.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.712000,19.0,2.0,SOFT,5.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.788000,20.0,2.0,SOFT,6.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.582000,21.0,2.0,SOFT,7.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.651000,22.0,2.0,SOFT,8.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.552000,23.0,2.0,SOFT,9.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.387000,24.0,2.0,SOFT,10.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.372000,25.0,2.0,SOFT,11.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.682000,26.0,2.0,SOFT,12.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.379000,27.0,2.0,SOFT,13.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.651000,28.0,2.0,SOFT,14.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.571000,29.0,2.0,SOFT,15.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.549000,30.0,2.0,SOFT,16.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.431000,31.0,2.0,SOFT,17.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.691000,32.0,2.0,SOFT,18.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.686000,33.0,2.0,SOFT,19.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.839000,34.0,2.0,SOFT,20.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:37.850000,35.0,2.0,SOFT,21.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:40.964000,36.0,2.0,SOFT,22.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:58.490000,37.0,3.0,HARD,1.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:36.297000,38.0,3.0,HARD,2.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:36.446000,39.0,3.0,HARD,3.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:36.942000,40.0,3.0,HARD,4.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:02:00.495000,41.0,3.0,HARD,5.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:44.824000,42.0,3.0,HARD,6.0,Red Bull Racing,2023,1,R
VER,1,0 days 00:01:36.890000,43.0,3.0,HARD,7.0,Red Bull Racing,2023,1,R
