Driver,DriverNumber,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Year,Round,SessionType
TSU,22,0 days 00:01:39.325000,21.0,2.0,HARD,11.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:39.439000,22.0,2.0,HARD,12.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:39.632000,23.0,2.0,HARD,13.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:40.109000,24.0,2.0,HARD,14.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:39.746000,25.0,2.0,HARD,15.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:42.227000,26.0,2.0,HARD,16.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:02:00.300000,27.0,3.0,HARD,1.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.824000,28.0,3.0,HARD,2.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.779000,29.0,3.0,HARD,3.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.147000,30.0,3.0,HARD,4.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.813000,31.0,3.0,HARD,5.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.017000,32.0,3.0,HARD,6.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.094000,33.0,3.0,HARD,7.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.130000,34.0,3.0,HARD,8.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.163000,35.0,3.0,HARD,9.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.059000,36.0,3.0,HARD,10.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.075000,37.0,3.0,HARD,11.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.084000,38.0,3.0,HARD,12.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.419000,39.0,3.0,HARD,13.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:50.350000,40.0,3.0,HARD,14.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:02:10.782000,41.0,4.0,SOFT,4.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:36.637000,42.0,4.0,SOFT,5.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.028000,43.0,4.0,SOFT,6.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.010000,44.0,4.0,SOFT,7.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.021000,45.0,4.0,SOFT,8.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.258000,46.0,4.0,SOFT,9.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.359000,47.0,4.0,SOFT,10.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.238000,48.0,4.0,SOFT,11.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.528000,49.0,4.0,SOFT,12.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.624000,50.0,4.0,SOFT,13.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.706000,51.0,4.0,SOFT,14.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.590000,52.0,4.0,SOFT,15.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.675000,53.0,4.0,SOFT,16.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.720000,54.0,4.0,SOFT,17.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:37.945000,55.0,4.0,SOFT,18.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.102000,56.0,4.0,SOFT,19.0,AlphaTauri,2023,1,R
TSU,22,0 days 00:01:38.246000,57.0,4.0,SOFT,20.0,AlphaTauri,2023,1,R
ALB,23,0 days 00:01:46.453000,1.0,1.0,SOFT,1.0,Williams,2023,1,R
ALB,23,0 days 00:01:40.430000,2.0,1.0,SOFT,2.0,Williams,2023,1,R
ALB,23,0 days 00:01:40.143000,3.0,1.0,SOFT,3.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.761000,4.0,1.0,SOFT,4.0,Williams,2023,1,R
ALB,23,0 days 00:01:40.606000,5.0,1.0,SOFT,5.0,Williams,2023,1,R
ALB,23,0 days 00:01:40.744000,6.0,1.0,SOFT,6.0,Williams,2023,1,R
ALB,23,0 days 00:01:40.646000,7.0,1.0,SOFT,7.0,Williams,2023,1,R
ALB,23,0 days 00:01:40.918000,8.0,1.0,SOFT,8.0,Williams,2023,1,R
ALB,23,0 days 00:01:40.969000,9.0,1.0,SOFT,9.0,Williams,2023,1,R
ALB,23,0 days 00:01:41.119000,10.0,1.0,SOFT,10.0,Williams,2023,1,R
ALB,23,0 days 00:01:43.948000,11.0,1.0,SOFT,11.0,Williams,2023,1,R
ALB,23,0 days 00:01:59.445000,12.0,2.0,SOFT,1.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.649000,13.0,2.0,SOFT,2.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.472000,14.0,2.0,SOFT,3.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.158000,15.0,2.0,SOFT,4.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.253000,16.0,2.0,SOFT,5.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.094000,17.0,2.0,SOFT,6.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.049000,18.0,2.0,SOFT,7.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.272000,19.0,2.0,SOFT,8.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.299000,20.0,2.0,SOFT,9.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.591000,21.0,2.0,SOFT,10.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.588000,22.0,2.0,SOFT,11.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.802000,23.0,2.0,SOFT,12.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.890000,24.0,2.0,SOFT,13.0,Williams,2023,1,R
ALB,23,0 days 00:01:39.832000,25.0,2.0,SOFT,14.0,Williams,2023,1,R
ALB,23,0 days 00:01:42.610000,26.0,2.0,SOFT,15.0,Williams,2023,1,R
ALB,23,0 days 00:01:59.870000,27.0,3.0,HARD,1.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.503000,28.0,3.0,HARD,2.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.127000,29.0,3.0,HARD,3.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.931000,30.0,3.0,HARD,4.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.104000,31.0,3.0,HARD,5.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.919000,32.0,3.0,HARD,6.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.104000,33.0,3.0,HARD,7.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.961000,34.0,3.0,HARD,8.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.984000,35.0,3.0,HARD,9.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.176000,36.0,3.0,HARD,10.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.038000,37.0,3.0,HARD,11.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.330000,38.0,3.0,HARD,12.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.346000,39.0,3.0,HARD,13.0,Williams,2023,1,R
ALB,23,0 days 00:01:50.177000,40.0,3.0,HARD,14.0,Williams,2023,1,R
ALB,23,0 days 00:02:08.659000,41.0,4.0,SOFT,1.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.211000,42.0,4.0,SOFT,2.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.144000,43.0,4.0,SOFT,3.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.327000,44.0,4.0,SOFT,4.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.503000,45.0,4.0,SOFT,5.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.577000,46.0,4.0,SOFT,6.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.545000,47.0,4.0,SOFT,7.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.684000,48.0,4.0,SOFT,8.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.609000,49.0,4.0,SOFT,9.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.695000,50.0,4.0,SOFT,10.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.727000,51.0,4.0,SOFT,11.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.861000,52.0,4.0,SOFT,12.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.778000,53.0,4.0,SOFT,13.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.780000,54.0,4.0,SOFT,14.0,Williams,2023,1,R
ALB,23,0 days 00:01:37.803000,55.0,4.0,SOFT,15.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.159000,56.0,4.0,SOFT,16.0,Williams,2023,1,R
ALB,23,0 days 00:01:38.137000,57.0,4.0,SOFT,17.0,Williams,2023,1,R
ZHO,24,0 days 00:01:48.467000,1.0,1.0,SOFT,1.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:41.091000,2.0,1.0,SOFT,2.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:40.596000,3.0,1.0,SOFT,3.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:40.853000,4.0,1.0,SOFT,4.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:40.814000,5.0,1.0,SOFT,5.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:41.156000,6.0,1.0,SOFT,6.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:41.197000,7.0,1.0,SOFT,7.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:41.184000,8.0,1.0,SOFT,8.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:41.526000,9.0,1.0,SOFT,9.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:41.743000,10.0,1.0,SOFT,10.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:42.108000,11.0,1.0,SOFT,11.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:43.870000,12.0,1.0,SOFT,12.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:02:02.101000,13.0,2.0,HARD,1.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.330000,14.0,2.0,HARD,2.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.229000,15.0,2.0,HARD,3.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.998000,16.0,2.0,HARD,4.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.143000,17.0,2.0,HARD,5.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.873000,18.0,2.0,HARD,6.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.794000,19.0,2.0,HARD,7.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.896000,20.0,2.0,HARD,8.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.888000,21.0,2.0,HARD,9.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.115000,22.0,2.0,HARD,10.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.462000,23.0,2.0,HARD,11.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.503000,24.0,2.0,HARD,12.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.066000,25.0,2.0,HARD,13.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.427000,26.0,2.0,HARD,14.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.235000,27.0,2.0,HARD,15.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.412000,28.0,2.0,HARD,16.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.361000,29.0,2.0,HARD,17.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.382000,30.0,2.0,HARD,18.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.670000,31.0,2.0,HARD,19.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:42.096000,32.0,2.0,HARD,20.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:59.659000,33.0,3.0,SOFT,4.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:37.037000,34.0,3.0,SOFT,5.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:37.550000,35.0,3.0,SOFT,6.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:37.957000,36.0,3.0,SOFT,7.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.003000,37.0,3.0,SOFT,8.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.422000,38.0,3.0,SOFT,9.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.368000,39.0,3.0,SOFT,10.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:53.456000,40.0,3.0,SOFT,11.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:52.500000,41.0,3.0,SOFT,12.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.904000,42.0,3.0,SOFT,13.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.311000,43.0,3.0,SOFT,14.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:37.974000,44.0,3.0,SOFT,15.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:37.950000,45.0,3.0,SOFT,16.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.336000,46.0,3.0,SOFT,17.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.553000,47.0,3.0,SOFT,18.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.596000,48.0,3.0,SOFT,19.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.628000,49.0,3.0,SOFT,20.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:39.893000,50.0,3.0,SOFT,21.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.719000,51.0,3.0,SOFT,22.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.713000,52.0,3.0,SOFT,23.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:38.634000,53.0,3.0,SOFT,24.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:41.967000,54.0,3.0,SOFT,25.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:02:07.673000,55.0,4.0,SOFT,4.0,Alfa Romeo,2023,1,R
ZHO,24,0 days 00:01:33.996000,56.0,4.0,SOFT,5.0,Alfa Romeo,2023,1,R
HUL,27,0 days 00:01:47.339000,1.0,1.0,SOFT,4.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:40.720000,2.0,1.0,SOFT,5.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:40.484000,3.0,1.0,SOFT,6.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:41.004000,4.0,1.0,SOFT,7.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:41.002000,5.0,1.0,SOFT,8.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:41.002000,6.0,1.0,SOFT,9.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:41.148000,7.0,1.0,SOFT,10.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:41.249000,8.0,1.0,SOFT,11.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:41.615000,9.0,1.0,SOFT,12.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:42.252000,10.0,1.0,SOFT,13.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:46.790000,11.0,1.0,SOFT,14.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:02:02.579000,12.0,2.0,HARD,1.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.406000,13.0,2.0,HARD,2.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.847000,14.0,2.0,HARD,3.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.972000,15.0,2.0,HARD,4.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.136000,16.0,2.0,HARD,5.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.396000,17.0,2.0,HARD,6.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:40.323000,18.0,2.0,HARD,7.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.633000,19.0,2.0,HARD,8.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.495000,20.0,2.0,HARD,9.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.703000,21.0,2.0,HARD,10.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.934000,22.0,2.0,HARD,11.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.866000,23.0,2.0,HARD,12.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.855000,24.0,2.0,HARD,13.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:40.295000,25.0,2.0,HARD,14.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:42.931000,26.0,2.0,HARD,15.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:02:12.037000,27.0,3.0,HARD,1.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:36.981000,28.0,3.0,HARD,2.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.398000,29.0,3.0,HARD,3.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.617000,30.0,3.0,HARD,4.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.891000,31.0,3.0,HARD,5.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.806000,32.0,3.0,HARD,6.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.761000,33.0,3.0,HARD,7.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.895000,34.0,3.0,HARD,8.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.093000,35.0,3.0,HARD,9.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.245000,36.0,3.0,HARD,10.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.108000,37.0,3.0,HARD,11.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.191000,38.0,3.0,HARD,12.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.184000,39.0,3.0,HARD,13.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:58.689000,40.0,3.0,HARD,14.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:02:05.275000,41.0,4.0,SOFT,4.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:36.616000,42.0,4.0,SOFT,5.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:36.793000,43.0,4.0,SOFT,6.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.076000,44.0,4.0,SOFT,7.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.314000,45.0,4.0,SOFT,8.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.972000,46.0,4.0,SOFT,9.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:36.806000,47.0,4.0,SOFT,10.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.086000,48.0,4.0,SOFT,11.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.077000,49.0,4.0,SOFT,12.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.242000,50.0,4.0,SOFT,13.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.306000,51.0,4.0,SOFT,14.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:37.917000,52.0,4.0,SOFT,15.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.067000,53.0,4.0,SOFT,16.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.458000,54.0,4.0,SOFT,17.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:38.564000,55.0,4.0,SOFT,18.0,Haas F1 Team,2023,1,R
HUL,27,0 days 00:01:39.206000,56.0,4.0,SOFT,19.0,Haas F1 Team,2023,1,R
OCO,31,0 days 00:01:45.967000,1.0,1.0,SOFT,4.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.408000,2.0,1.0,SOFT,5.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.948000,3.0,1.0,SOFT,6.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.543000,4.0,1.0,SOFT,7.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.281000,5.0,1.0,SOFT,8.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.331000,6.0,1.0,SOFT,9.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.488000,7.0,1.0,SOFT,10.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.562000,8.0,1.0,SOFT,11.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.866000,9.0,1.0,SOFT,12.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.858000,10.0,1.0,SOFT,13.0,Alpine,2023,1,R
OCO,31,0 days 00:01:41.035000,11.0,1.0,SOFT,14.0,Alpine,2023,1,R
OCO,31,0 days 00:01:43.787000,12.0,1.0,SOFT,15.0,Alpine,2023,1,R
OCO,31,0 days 00:02:00.381000,13.0,2.0,HARD,1.0,Alpine,2023,1,R
OCO,31,0 days 00:01:38.649000,14.0,2.0,HARD,2.0,Alpine,2023,1,R
OCO,31,0 days 00:01:41.863000,15.0,2.0,HARD,3.0,Alpine,2023,1,R
OCO,31,0 days 00:02:15.708000,16.0,3.0,HARD,4.0,Alpine,2023,1,R
OCO,31,0 days 00:01:38.780000,17.0,3.0,HARD,5.0,Alpine,2023,1,R
OCO,31,0 days 00:01:38.886000,18.0,3.0,HARD,6.0,Alpine,2023,1,R
OCO,31,0 days 00:01:38.817000,19.0,3.0,HARD,7.0,Alpine,2023,1,R
OCO,31,0 days 00:01:38.809000,20.0,3.0,HARD,8.0,Alpine,2023,1,R
OCO,31,0 days 00:01:38.976000,21.0,3.0,HARD,9.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.028000,22.0,3.0,HARD,10.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.052000,23.0,3.0,HARD,11.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.382000,24.0,3.0,HARD,12.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.435000,25.0,3.0,HARD,13.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.521000,26.0,3.0,HARD,14.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.594000,27.0,3.0,HARD,15.0,Alpine,2023,1,R
OCO,31,0 days 00:01:40.026000,28.0,3.0,HARD,16.0,Alpine,2023,1,R
OCO,31,0 days 00:01:41.181000,29.0,3.0,HARD,17.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.757000,30.0,3.0,HARD,18.0,Alpine,2023,1,R
OCO,31,0 days 00:01:39.748000,31.0,3.0,HARD,19.0,Alpine,2023,1,R
OCO,31,0 days 00:01:44.296000,32.0,3.0,HARD,20.0,Alpine,2023,1,R
OCO,31,0 days 00:02:18.694000,33.0,4.0,HARD,1.0,Alpine,2023,1,R
OCO,31,0 days 00:01:36.797000,34.0,4.0,HARD,2.0,Alpine,2023,1,R
OCO,31,0 days 00:01:36.964000,35.0,4.0,HARD,3.0,Alpine,2023,1,R
OCO,31,0 days 00:01:37.364000,36.0,4.0,HARD,4.0,Alpine,2023,1,R
OCO,31,0 days 00:01:37.338000,37.0,4.0,HARD,5.0,Alpine,2023,1,R
OCO,31,0 days 00:01:37.216000,38.0,4.0,HARD,6.0,Alpine,2023,1,R
OCO,31,0 days 00:01:37.523000,39.0,4.0,HARD,7.0,Alpine,2023,1,R
OCO,31,0 days 00:02:08.023000,40.0,4.0,HARD,8.0,Alpine,2023,1,R
OCO,31,0 days 00:01:42.684000,41.0,4.0,HARD,9.0,Alpine,2023,1,R
NOR,4,0 days 00:01:45.364000,1.0,1.0,SOFT,1.0,McLaren,2023,1,R
NOR,4,0 days 00:01:40.433000,2.0,1.0,SOFT,2.0,McLaren,2023,1,R
NOR,4,0 days 00:01:39.777000,3.0,1.0,SOFT,3.0,McLaren,2023,1,R
NOR,4,0 days 00:01:42.267000,4.0,1.0,SOFT,4.0,McLaren,2023,1,R
NOR,4,0 days 00:01:40.664000,5.0,1.0,SOFT,5.0,McLaren,2023,1,R
NOR,4,0 days 00:01:40.814000,6.0,1.0,SOFT,6.0,McLaren,2023,1,R
NOR,4,0 days 00:01:40.726000,7.0,1.0,SOFT,7.0,McLaren,2023,1,R
NOR,4,0 days 00:01:40.857000,8.0,1.0,SOFT,8.0,McLaren,2023,1,R
NOR,4,0 days 00:01:40.783000,9.0,1.0,SOFT,9.0,McLaren,2023,1,R
NOR,4,0 days 00:01:43.521000,10.0,1.0,SOFT,10.0,McLaren,2023,1,R
NOR,4,0 days 00:02:09.886000,11.0,2.0,HARD,1.0,McLaren,2023,1,R
NOR,4,0 days 00:01:39.314000,12.0,2.0,HARD,2.0,McLaren,2023,1,R
NOR,4,0 days 00:01:39.510000,13.0,2.0,HARD,3.0,McLaren,2023,1,R
NOR,4,0 days 00:01:39.243000,14.0,2.0,HARD,4.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.870000,15.0,2.0,HARD,5.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.860000,16.0,2.0,HARD,6.0,McLaren,2023,1,R
NOR,4,0 days 00:01:41.501000,17.0,2.0,HARD,7.0,McLaren,2023,1,R
NOR,4,0 days 00:02:08.607000,18.0,3.0,SOFT,4.0,McLaren,2023,1,R
NOR,4,0 days 00:01:37.966000,19.0,3.0,SOFT,5.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.345000,20.0,3.0,SOFT,6.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.297000,21.0,3.0,SOFT,7.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.908000,22.0,3.0,SOFT,8.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.291000,23.0,3.0,SOFT,9.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.696000,24.0,3.0,SOFT,10.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.447000,25.0,3.0,SOFT,11.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.440000,26.0,3.0,SOFT,12.0,McLaren,2023,1,R
NOR,4,0 days 00:01:40.973000,27.0,3.0,SOFT,13.0,McLaren,2023,1,R
NOR,4,0 days 00:02:07.663000,28.0,4.0,MEDIUM,1.0,McLaren,2023,1,R
NOR,4,0 days 00:01:37.260000,29.0,4.0,MEDIUM,2.0,McLaren,2023,1,R
NOR,4,0 days 00:01:37.605000,30.0,4.0,MEDIUM,3.0,McLaren,2023,1,R
NOR,4,0 days 00:01:37.768000,31.0,4.0,MEDIUM,4.0,McLaren,2023,1,R
NOR,4,0 days 00:01:38.111000,32.0,4.0,MEDIUM,5.0,McLaren,2023,1,R
NOR,4,0 days 00:01:37.520000,33.0,4.0,MEDIUM,6.0,McLaren,2023,1,R
NOR,4,0 days 00:01:37.987000,34.0,4.0,MEDIUM,7.0,McLaren,2023,1,R
