Year,Round,EventName,Driver,DriverNumber,Team,LapNumber,LapNumberStr,LapTime,LapTimeStr,Sector1Time,Sector2Time,Sector3Time,Sector1TimeStr,Sector2TimeStr,Sector3TimeStr,SpeedI1,SpeedI2,SpeedFL,SpeedST,Position,PositionStr,PitInTime,PitOutTime,IsPitLap,Compound,TyreLife,Stint,IsNewTyre,TrackStatus,IsPersonalBest,IsAccurate,Deleted,Time,LapStartTime,PitDuration,PositionChange,CumulativePositionChange
2024,1,Bahrain Grand Prix,ALB,23,Williams,1.0,Lap 1.0,103.888,0 days 00:01:43.888000,,44.007,24.378,,0 days 00:00:44.007000,0 days 00:00:24.378000,215.0,245.0,280.0,260.0,11.0,P11.0,,,False,SOFT,1.0,1.0,True,12,False,False,False,0 days 01:01:44.093000,0 days 00:59:59.911000,,,
2024,1,Bahrain Grand Prix,ALB,23,Williams,2.0,Lap 2.0,98.826,0 days 00:01:38.826000,31.419,43.106,24.301,0 days 00:00:31.419000,0 days 00:00:43.106000,0 days 00:00:24.301000,229.0,245.0,286.0,295.0,11.0,P11.0,,,False,SOFT,2.0,1.0,False,1,True,True,False,0 days 01:03:22.919000,0 days 01:01:44.093000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,3.0,Lap 3.0,98.507,0 days 00:01:38.507000,31.002,43.081,24.424,0 days 00:00:31.002000,0 days 00:00:43.081000,0 days 00:00:24.424000,,244.0,286.0,312.0,11.0,P11.0,,,False,SOFT,3.0,1.0,False,1,True,True,False,0 days 01:05:01.426000,0 days 01:03:22.919000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,4.0,Lap 4.0,98.422,0 days 00:01:38.422000,31.023,43.007,24.392,0 days 00:00:31.023000,0 days 00:00:43.007000,0 days 00:00:24.392000,226.0,244.0,284.0,319.0,11.0,P11.0,,,False,SOFT,4.0,1.0,False,1,True,True,False,0 days 01:06:39.848000,0 days 01:05:01.426000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,5.0,Lap 5.0,98.509,0 days 00:01:38.509000,31.049,43.027,24.433,0 days 00:00:31.049000,0 days 00:00:43.027000,0 days 00:00:24.433000,228.0,245.0,284.0,310.0,11.0,P11.0,,,False,SOFT,5.0,1.0,False,1,False,True,False,0 days 01:08:18.357000,0 days 01:06:39.848000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,6.0,Lap 6.0,98.575,0 days 00:01:38.575000,31.034,43.141,24.4,0 days 00:00:31.034000,0 days 00:00:43.141000,0 days 00:00:24.400000,227.0,238.0,280.0,316.0,11.0,P11.0,,,False,SOFT,6.0,1.0,False,1,False,True,False,0 days 01:09:56.932000,0 days 01:08:18.357000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,7.0,Lap 7.0,98.971,0 days 00:01:38.971000,31.498,43.186,24.287,0 days 00:00:31.498000,0 days 00:00:43.186000,0 days 00:00:24.287000,228.0,243.0,278.0,302.0,11.0,P11.0,,,False,SOFT,7.0,1.0,False,1,False,True,False,0 days 01:11:35.903000,0 days 01:09:56.932000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,8.0,Lap 8.0,98.66,0 days 00:01:38.660000,31.493,42.899,24.268,0 days 00:00:31.493000,0 days 00:00:42.899000,0 days 00:00:24.268000,232.0,245.0,278.0,293.0,11.0,P11.0,,,False,SOFT,8.0,1.0,False,1,False,True,False,0 days 01:13:14.563000,0 days 01:11:35.903000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,9.0,Lap 9.0,98.652,0 days 00:01:38.652000,31.458,42.976,24.218,0 days 00:00:31.458000,0 days 00:00:42.976000,0 days 00:00:24.218000,,244.0,279.0,298.0,11.0,P11.0,,,False,SOFT,9.0,1.0,False,1,False,True,False,0 days 01:14:53.215000,0 days 01:13:14.563000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,10.0,Lap 10.0,98.952,0 days 00:01:38.952000,31.624,42.955,24.373,0 days 00:00:31.624000,0 days 00:00:42.955000,0 days 00:00:24.373000,226.0,248.0,278.0,295.0,11.0,P11.0,,,False,SOFT,10.0,1.0,False,12,False,True,False,0 days 01:16:32.167000,0 days 01:14:53.215000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,11.0,Lap 11.0,98.835,0 days 00:01:38.835000,31.49,42.923,24.422,0 days 00:00:31.490000,0 days 00:00:42.923000,0 days 00:00:24.422000,230.0,244.0,278.0,297.0,11.0,P11.0,,,False,SOFT,11.0,1.0,False,1,False,True,False,0 days 01:18:11.002000,0 days 01:16:32.167000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,12.0,Lap 12.0,98.934,0 days 00:01:38.934000,31.51,43.065,24.359,0 days 00:00:31.510000,0 days 00:00:43.065000,0 days 00:00:24.359000,232.0,246.0,279.0,,9.0,P9.0,,,False,SOFT,12.0,1.0,False,1,False,True,False,0 days 01:19:49.936000,0 days 01:18:11.002000,,2.0,2.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,13.0,Lap 13.0,98.823,0 days 00:01:38.823000,31.569,42.884,24.37,0 days 00:00:31.569000,0 days 00:00:42.884000,0 days 00:00:24.370000,228.0,243.0,278.0,293.0,6.0,P6.0,,,False,SOFT,13.0,1.0,False,1,False,True,False,0 days 01:21:28.759000,0 days 01:19:49.936000,,3.0,5.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,14.0,Lap 14.0,98.977,0 days 00:01:38.977000,31.598,42.931,24.448,0 days 00:00:31.598000,0 days 00:00:42.931000,0 days 00:00:24.448000,229.0,248.0,277.0,296.0,5.0,P5.0,,,False,SOFT,14.0,1.0,False,1,False,True,False,0 days 01:23:07.736000,0 days 01:21:28.759000,,1.0,6.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,15.0,Lap 15.0,101.171,0 days 00:01:41.171000,31.51,42.741,26.92,0 days 00:00:31.510000,0 days 00:00:42.741000,0 days 00:00:26.920000,233.0,256.0,,293.0,5.0,P5.0,0 days 01:24:47.139000,,True,SOFT,15.0,1.0,False,1,False,False,False,0 days 01:24:48.907000,0 days 01:23:07.736000,,-0.0,6.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,16.0,Lap 16.0,119.341,0 days 00:01:59.341000,52.731,42.591,24.019,0 days 00:00:52.731000,0 days 00:00:42.591000,0 days 00:00:24.019000,232.0,258.0,288.0,217.0,15.0,P15.0,,0 days 01:25:11.918000,True,HARD,1.0,2.0,True,1,False,False,False,0 days 01:26:48.248000,0 days 01:24:48.907000,,-10.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,17.0,Lap 17.0,97.392,0 days 00:01:37.392000,30.812,42.564,24.016,0 days 00:00:30.812000,0 days 00:00:42.564000,0 days 00:00:24.016000,225.0,250.0,279.0,330.0,14.0,P14.0,,,False,HARD,2.0,2.0,False,1,True,True,False,0 days 01:28:25.640000,0 days 01:26:48.248000,,1.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,18.0,Lap 18.0,97.59,0 days 00:01:37.590000,31.214,42.369,24.007,0 days 00:00:31.214000,0 days 00:00:42.369000,0 days 00:00:24.007000,230.0,250.0,280.0,294.0,14.0,P14.0,,,False,HARD,3.0,2.0,False,1,False,True,False,0 days 01:30:03.230000,0 days 01:28:25.640000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,19.0,Lap 19.0,97.763,0 days 00:01:37.763000,31.357,42.448,23.958,0 days 00:00:31.357000,0 days 00:00:42.448000,0 days 00:00:23.958000,229.0,247.0,280.0,293.0,14.0,P14.0,,,False,HARD,4.0,2.0,False,1,False,True,False,0 days 01:31:40.993000,0 days 01:30:03.230000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,20.0,Lap 20.0,97.701,0 days 00:01:37.701000,31.328,42.379,23.994,0 days 00:00:31.328000,0 days 00:00:42.379000,0 days 00:00:23.994000,233.0,250.0,280.0,296.0,14.0,P14.0,,,False,HARD,5.0,2.0,False,1,False,True,False,0 days 01:33:18.694000,0 days 01:31:40.993000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,21.0,Lap 21.0,97.918,0 days 00:01:37.918000,31.227,42.44,24.251,0 days 00:00:31.227000,0 days 00:00:42.440000,0 days 00:00:24.251000,234.0,252.0,279.0,,14.0,P14.0,,,False,HARD,6.0,2.0,False,1,False,True,False,0 days 01:34:56.612000,0 days 01:33:18.694000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,22.0,Lap 22.0,98.031,0 days 00:01:38.031000,31.199,42.733,24.099,0 days 00:00:31.199000,0 days 00:00:42.733000,0 days 00:00:24.099000,232.0,253.0,280.0,300.0,14.0,P14.0,,,False,HARD,7.0,2.0,False,1,False,True,False,0 days 01:36:34.643000,0 days 01:34:56.612000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,23.0,Lap 23.0,97.869,0 days 00:01:37.869000,31.296,42.361,24.212,0 days 00:00:31.296000,0 days 00:00:42.361000,0 days 00:00:24.212000,,259.0,288.0,296.0,14.0,P14.0,,,False,HARD,8.0,2.0,False,1,False,True,False,0 days 01:38:12.512000,0 days 01:36:34.643000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,24.0,Lap 24.0,98.204,0 days 00:01:38.204000,31.035,42.857,24.312,0 days 00:00:31.035000,0 days 00:00:42.857000,0 days 00:00:24.312000,231.0,255.0,286.0,329.0,14.0,P14.0,,,False,HARD,9.0,2.0,False,1,False,True,False,0 days 01:39:50.716000,0 days 01:38:12.512000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,25.0,Lap 25.0,98.226,0 days 00:01:38.226000,31.095,42.952,24.179,0 days 00:00:31.095000,0 days 00:00:42.952000,0 days 00:00:24.179000,230.0,254.0,287.0,313.0,14.0,P14.0,,,False,HARD,10.0,2.0,False,1,False,True,False,0 days 01:41:28.942000,0 days 01:39:50.716000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,26.0,Lap 26.0,98.1,0 days 00:01:38.100000,31.041,42.821,24.238,0 days 00:00:31.041000,0 days 00:00:42.821000,0 days 00:00:24.238000,231.0,255.0,288.0,328.0,14.0,P14.0,,,False,HARD,11.0,2.0,False,1,False,True,False,0 days 01:43:07.042000,0 days 01:41:28.942000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,27.0,Lap 27.0,98.296,0 days 00:01:38.296000,31.029,43.069,24.198,0 days 00:00:31.029000,0 days 00:00:43.069000,0 days 00:00:24.198000,,252.0,286.0,,14.0,P14.0,,,False,HARD,12.0,2.0,False,1,False,True,False,0 days 01:44:45.338000,0 days 01:43:07.042000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,28.0,Lap 28.0,98.048,0 days 00:01:38.048000,31.108,42.692,24.248,0 days 00:00:31.108000,0 days 00:00:42.692000,0 days 00:00:24.248000,229.0,254.0,285.0,313.0,13.0,P13.0,,,False,HARD,13.0,2.0,False,1,False,True,False,0 days 01:46:23.386000,0 days 01:44:45.338000,,1.0,-2.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,29.0,Lap 29.0,97.879,0 days 00:01:37.879000,31.127,42.585,24.167,0 days 00:00:31.127000,0 days 00:00:42.585000,0 days 00:00:24.167000,232.0,254.0,286.0,309.0,12.0,P12.0,,,False,HARD,14.0,2.0,False,1,False,True,False,0 days 01:48:01.265000,0 days 01:46:23.386000,,1.0,-1.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,30.0,Lap 30.0,97.968,0 days 00:01:37.968000,31.045,42.634,24.289,0 days 00:00:31.045000,0 days 00:00:42.634000,0 days 00:00:24.289000,230.0,253.0,288.0,313.0,12.0,P12.0,,,False,HARD,15.0,2.0,False,1,False,True,False,0 days 01:49:39.233000,0 days 01:48:01.265000,,-0.0,-1.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,31.0,Lap 31.0,98.135,0 days 00:01:38.135000,31.093,42.811,24.231,0 days 00:00:31.093000,0 days 00:00:42.811000,0 days 00:00:24.231000,231.0,255.0,286.0,326.0,12.0,P12.0,,,False,HARD,16.0,2.0,False,1,False,True,False,0 days 01:51:17.368000,0 days 01:49:39.233000,,-0.0,-1.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,32.0,Lap 32.0,98.183,0 days 00:01:38.183000,31.143,42.707,24.333,0 days 00:00:31.143000,0 days 00:00:42.707000,0 days 00:00:24.333000,,253.0,279.0,308.0,11.0,P11.0,,,False,HARD,17.0,2.0,False,1,False,True,False,0 days 01:52:55.551000,0 days 01:51:17.368000,,1.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,33.0,Lap 33.0,98.346,0 days 00:01:38.346000,31.537,42.677,24.132,0 days 00:00:31.537000,0 days 00:00:42.677000,0 days 00:00:24.132000,232.0,253.0,279.0,289.0,11.0,P11.0,,,False,HARD,18.0,2.0,False,1,False,True,False,0 days 01:54:33.897000,0 days 01:52:55.551000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,34.0,Lap 34.0,97.75,0 days 00:01:37.750000,31.413,42.368,23.969,0 days 00:00:31.413000,0 days 00:00:42.368000,0 days 00:00:23.969000,,257.0,280.0,291.0,11.0,P11.0,,,False,HARD,19.0,2.0,False,1,False,True,False,0 days 01:56:11.647000,0 days 01:54:33.897000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,35.0,Lap 35.0,97.767,0 days 00:01:37.767000,31.295,42.496,23.976,0 days 00:00:31.295000,0 days 00:00:42.496000,0 days 00:00:23.976000,233.0,252.0,279.0,298.0,10.0,P10.0,,,False,HARD,20.0,2.0,False,1,False,True,False,0 days 01:57:49.414000,0 days 01:56:11.647000,,1.0,1.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,36.0,Lap 36.0,100.333,0 days 00:01:40.333000,31.337,42.433,26.563,0 days 00:00:31.337000,0 days 00:00:42.433000,0 days 00:00:26.563000,232.0,254.0,,297.0,10.0,P10.0,0 days 01:59:27.973000,,True,HARD,21.0,2.0,False,1,False,False,False,0 days 01:59:29.747000,0 days 01:57:49.414000,,-0.0,1.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,37.0,Lap 37.0,117.632,0 days 00:01:57.632000,52.093,41.867,23.672,0 days 00:00:52.093000,0 days 00:00:41.867000,0 days 00:00:23.672000,238.0,256.0,282.0,218.0,16.0,P16.0,,0 days 01:59:52.655000,True,HARD,1.0,3.0,True,1,False,False,False,0 days 02:01:27.379000,0 days 01:59:29.747000,,-6.0,-5.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,38.0,Lap 38.0,96.129,0 days 00:01:36.129000,30.735,41.742,23.652,0 days 00:00:30.735000,0 days 00:00:41.742000,0 days 00:00:23.652000,237.0,253.0,282.0,304.0,16.0,P16.0,,,False,HARD,2.0,3.0,False,1,True,True,False,0 days 02:03:03.508000,0 days 02:01:27.379000,,-0.0,-5.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,39.0,Lap 39.0,95.856,0 days 00:01:35.856000,30.737,41.65,23.469,0 days 00:00:30.737000,0 days 00:00:41.650000,0 days 00:00:23.469000,,254.0,282.0,305.0,16.0,P16.0,,,False,HARD,3.0,3.0,False,1,True,True,False,0 days 02:04:39.364000,0 days 02:03:03.508000,,-0.0,-5.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,40.0,Lap 40.0,95.723,0 days 00:01:35.723000,30.707,41.503,23.513,0 days 00:00:30.707000,0 days 00:00:41.503000,0 days 00:00:23.513000,236.0,260.0,281.0,,16.0,P16.0,,,False,HARD,4.0,3.0,False,1,True,True,False,0 days 02:06:15.087000,0 days 02:04:39.364000,,-0.0,-5.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,41.0,Lap 41.0,95.885,0 days 00:01:35.885000,30.746,41.557,23.582,0 days 00:00:30.746000,0 days 00:00:41.557000,0 days 00:00:23.582000,,259.0,282.0,300.0,16.0,P16.0,,,False,HARD,5.0,3.0,False,1,False,True,False,0 days 02:07:50.972000,0 days 02:06:15.087000,,-0.0,-5.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,42.0,Lap 42.0,95.799,0 days 00:01:35.799000,30.759,41.498,23.542,0 days 00:00:30.759000,0 days 00:00:41.498000,0 days 00:00:23.542000,234.0,262.0,281.0,301.0,15.0,P15.0,,,False,HARD,6.0,3.0,False,1,False,True,False,0 days 02:09:26.771000,0 days 02:07:50.972000,,1.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,43.0,Lap 43.0,95.766,0 days 00:01:35.766000,30.76,41.472,23.534,0 days 00:00:30.760000,0 days 00:00:41.472000,0 days 00:00:23.534000,,261.0,281.0,292.0,15.0,P15.0,,,False,HARD,7.0,3.0,False,1,False,True,False,0 days 02:11:02.537000,0 days 02:09:26.771000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,44.0,Lap 44.0,95.783,0 days 00:01:35.783000,30.683,41.497,23.603,0 days 00:00:30.683000,0 days 00:00:41.497000,0 days 00:00:23.603000,235.0,258.0,281.0,296.0,15.0,P15.0,,,False,HARD,8.0,3.0,False,1,False,True,False,0 days 02:12:38.320000,0 days 02:11:02.537000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,45.0,Lap 45.0,95.758,0 days 00:01:35.758000,30.607,41.495,23.656,0 days 00:00:30.607000,0 days 00:00:41.495000,0 days 00:00:23.656000,236.0,261.0,281.0,301.0,15.0,P15.0,,,False,HARD,9.0,3.0,False,1,False,True,False,0 days 02:14:14.078000,0 days 02:12:38.320000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,46.0,Lap 46.0,96.008,0 days 00:01:36.008000,30.685,41.635,23.688,0 days 00:00:30.685000,0 days 00:00:41.635000,0 days 00:00:23.688000,,262.0,281.0,298.0,15.0,P15.0,,,False,HARD,10.0,3.0,False,1,False,True,False,0 days 02:15:50.086000,0 days 02:14:14.078000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,47.0,Lap 47.0,96.026,0 days 00:01:36.026000,30.826999999999998,41.57,23.629,0 days 00:00:30.827000,0 days 00:00:41.570000,0 days 00:00:23.629000,233.0,266.0,282.0,300.0,15.0,P15.0,,,False,HARD,11.0,3.0,False,1,False,True,True,0 days 02:17:26.112000,0 days 02:15:50.086000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,48.0,Lap 48.0,96.135,0 days 00:01:36.135000,30.823,41.628,23.684,0 days 00:00:30.823000,0 days 00:00:41.628000,0 days 00:00:23.684000,234.0,261.0,281.0,297.0,15.0,P15.0,,,False,HARD,12.0,3.0,False,1,False,True,False,0 days 02:19:02.247000,0 days 02:17:26.112000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,49.0,Lap 49.0,97.102,0 days 00:01:37.102000,30.816,42.435,23.851,0 days 00:00:30.816000,0 days 00:00:42.435000,0 days 00:00:23.851000,233.0,260.0,262.0,298.0,15.0,P15.0,,,False,HARD,13.0,3.0,False,1,False,True,True,0 days 02:20:39.349000,0 days 02:19:02.247000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,50.0,Lap 50.0,97.616,0 days 00:01:37.616000,31.683,42.121,23.812,0 days 00:00:31.683000,0 days 00:00:42.121000,0 days 00:00:23.812000,237.0,262.0,281.0,290.0,15.0,P15.0,,,False,HARD,14.0,3.0,False,1,False,True,False,0 days 02:22:16.965000,0 days 02:20:39.349000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,51.0,Lap 51.0,97.493,0 days 00:01:37.493000,30.773,42.878,23.842,0 days 00:00:30.773000,0 days 00:00:42.878000,0 days 00:00:23.842000,235.0,262.0,280.0,307.0,15.0,P15.0,,,False,HARD,15.0,3.0,False,1,False,True,False,0 days 02:23:54.458000,0 days 02:22:16.965000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,52.0,Lap 52.0,96.218,0 days 00:01:36.218000,30.895,41.58,23.743,0 days 00:00:30.895000,0 days 00:00:41.580000,0 days 00:00:23.743000,,266.0,282.0,299.0,15.0,P15.0,,,False,HARD,16.0,3.0,False,1,False,True,False,0 days 02:25:30.676000,0 days 02:23:54.458000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,53.0,Lap 53.0,96.308,0 days 00:01:36.308000,30.817,41.683,23.808,0 days 00:00:30.817000,0 days 00:00:41.683000,0 days 00:00:23.808000,,265.0,281.0,301.0,15.0,P15.0,,,False,HARD,17.0,3.0,False,1,False,True,False,0 days 02:27:06.984000,0 days 02:25:30.676000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,54.0,Lap 54.0,96.334,0 days 00:01:36.334000,30.799,41.741,23.794,0 days 00:00:30.799000,0 days 00:00:41.741000,0 days 00:00:23.794000,,265.0,281.0,296.0,15.0,P15.0,,,False,HARD,18.0,3.0,False,1,False,True,False,0 days 02:28:43.318000,0 days 02:27:06.984000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,55.0,Lap 55.0,96.593,0 days 00:01:36.593000,30.861,41.91,23.822,0 days 00:00:30.861000,0 days 00:00:41.910000,0 days 00:00:23.822000,237.0,262.0,284.0,306.0,15.0,P15.0,,,False,HARD,19.0,3.0,False,1,False,True,False,0 days 02:30:19.911000,0 days 02:28:43.318000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALB,23,Williams,56.0,Lap 56.0,96.922,0 days 00:01:36.922000,30.875,42.085,23.962,0 days 00:00:30.875000,0 days 00:00:42.085000,0 days 00:00:23.962000,236.0,259.0,284.0,307.0,15.0,P15.0,,,False,HARD,20.0,3.0,False,1,False,True,False,0 days 02:31:56.833000,0 days 02:30:19.911000,,-0.0,-4.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,1.0,Lap 1.0,101.679,0 days 00:01:41.679000,,43.268,24.162,,0 days 00:00:43.268000,0 days 00:00:24.162000,232.0,237.0,275.0,258.0,6.0,P6.0,,,False,SOFT,4.0,1.0,False,12,False,False,False,0 days 01:01:41.884000,0 days 00:59:59.911000,,,
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,2.0,Lap 2.0,98.02,0 days 00:01:38.020000,31.203,42.896,23.921,0 days 00:00:31.203000,0 days 00:00:42.896000,0 days 00:00:23.921000,231.0,236.0,276.0,293.0,6.0,P6.0,,,False,SOFT,5.0,1.0,False,1,True,True,False,0 days 01:03:19.904000,0 days 01:01:41.884000,,-0.0,0.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,3.0,Lap 3.0,99.046,0 days 00:01:39.046000,32.068,42.719,24.259,0 days 00:00:32.068000,0 days 00:00:42.719000,0 days 00:00:24.259000,228.0,249.0,282.0,290.0,7.0,P7.0,,,False,SOFT,6.0,1.0,False,1,False,True,False,0 days 01:04:58.950000,0 days 01:03:19.904000,,-1.0,-1.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,4.0,Lap 4.0,97.776,0 days 00:01:37.776000,30.951,42.58,24.245,0 days 00:00:30.951000,0 days 00:00:42.580000,0 days 00:00:24.245000,230.0,242.0,277.0,323.0,7.0,P7.0,,,False,SOFT,7.0,1.0,False,1,True,True,False,0 days 01:06:36.726000,0 days 01:04:58.950000,,-0.0,-1.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,5.0,Lap 5.0,99.292,0 days 00:01:39.292000,32.063,42.806,24.423,0 days 00:00:32.063000,0 days 00:00:42.806000,0 days 00:00:24.423000,,248.0,283.0,300.0,8.0,P8.0,,,False,SOFT,8.0,1.0,False,1,False,True,False,0 days 01:08:16.018000,0 days 01:06:36.726000,,-1.0,-2.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,6.0,Lap 6.0,98.053,0 days 00:01:38.053000,31.076,42.676,24.301,0 days 00:00:31.076000,0 days 00:00:42.676000,0 days 00:00:24.301000,227.0,248.0,283.0,312.0,8.0,P8.0,,,False,SOFT,9.0,1.0,False,1,False,True,False,0 days 01:09:54.071000,0 days 01:08:16.018000,,-0.0,-2.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,7.0,Lap 7.0,98.008,0 days 00:01:38.008000,30.905,42.7,24.403,0 days 00:00:30.905000,0 days 00:00:42.700000,0 days 00:00:24.403000,228.0,249.0,282.0,315.0,8.0,P8.0,,,False,SOFT,10.0,1.0,False,1,False,True,False,0 days 01:11:32.079000,0 days 01:09:54.071000,,-0.0,-2.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,8.0,Lap 8.0,98.103,0 days 00:01:38.103000,31.024,42.689,24.39,0 days 00:00:31.024000,0 days 00:00:42.689000,0 days 00:00:24.390000,227.0,247.0,278.0,,8.0,P8.0,,,False,SOFT,11.0,1.0,False,1,False,True,False,0 days 01:13:10.182000,0 days 01:11:32.079000,,-0.0,-2.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,9.0,Lap 9.0,98.896,0 days 00:01:38.896000,31.464,43.036,24.396,0 days 00:00:31.464000,0 days 00:00:43.036000,0 days 00:00:24.396000,,241.0,277.0,303.0,8.0,P8.0,,,False,SOFT,12.0,1.0,False,1,False,True,False,0 days 01:14:49.078000,0 days 01:13:10.182000,,-0.0,-2.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,10.0,Lap 10.0,99.325,0 days 00:01:39.325000,31.635,43.162,24.528,0 days 00:00:31.635000,0 days 00:00:43.162000,0 days 00:00:24.528000,233.0,246.0,283.0,294.0,9.0,P9.0,,,False,SOFT,13.0,1.0,False,12,False,True,False,0 days 01:16:28.403000,0 days 01:14:49.078000,,-1.0,-3.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,11.0,Lap 11.0,98.554,0 days 00:01:38.554000,31.043,42.972,24.539,0 days 00:00:31.043000,0 days 00:00:42.972000,0 days 00:00:24.539000,229.0,249.0,282.0,316.0,9.0,P9.0,,,False,SOFT,14.0,1.0,False,1,False,True,False,0 days 01:18:06.957000,0 days 01:16:28.403000,,-0.0,-3.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,12.0,Lap 12.0,98.543,0 days 00:01:38.543000,30.932,43.035,24.576,0 days 00:00:30.932000,0 days 00:00:43.035000,0 days 00:00:24.576000,230.0,251.0,276.0,320.0,6.0,P6.0,,,False,SOFT,15.0,1.0,False,1,False,True,False,0 days 01:19:45.500000,0 days 01:18:06.957000,,3.0,0.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,13.0,Lap 13.0,98.587,0 days 00:01:38.587000,31.446,42.808,24.333,0 days 00:00:31.446000,0 days 00:00:42.808000,0 days 00:00:24.333000,229.0,249.0,276.0,297.0,4.0,P4.0,,,False,SOFT,16.0,1.0,False,1,False,True,False,0 days 01:21:24.087000,0 days 01:19:45.500000,,2.0,2.0
2024,1,Bahrain Grand Prix,ALO,14,Aston Martin,14.0,Lap 14.0,98.612,0 days 00:01:38.612000,31.516,42.741,24.355,0 days 00:00:31.516000,0 days 00:00:42.741000,0 days 00:00:24.355000,228.0,250.0,276.0,,3.0,P3.0,,,False,SOFT,17.0,1.0,False,1,False,True,False,0 days 01:23:02.699000,0 days 01:21:24.087000,,1.0,3.0
